buzog,előbuzog,2,buzog,/VERB|<PREVERB<ELŐ>>
kerekedik,előkerekedik,1,kerekedik,/VERB|<PREVERB<ELŐ>>
tűnik,előtűnik,10,tűnik,/VERB|<PREVERB<ELŐ>>
ad,előad,16,ad,/VERB|<PREVERB<ELŐ>>
pattant,előpattant,7,pattant,/VERB|<PREVERB<ELŐ>>
lő,előlő,1,lő,/VERB|<PREVERB<ELŐ>>
morajlik,előmorajlik,1,morajlik,/VERB|<PREVERB<ELŐ>>
kotor,előkotor,9,kotor,/VERB|<PREVERB<ELŐ>>
lebben,előlebben,1,lebben,/VERB|<PREVERB<ELŐ>>
szökken,előszökken,1,szökken,/VERB|<PREVERB<ELŐ>>
segél,elősegél,1,segél,/VERB|<PREVERB<ELŐ>>
vöröslik,elővöröslik,1,vöröslik,/VERB|<PREVERB<ELŐ>>
teremtődik,előteremtődik,1,teremtődik,/VERB|<PREVERB<ELŐ>>
keltez,előkeltez,1,keltez,/VERB|<PREVERB<ELŐ>>
tipeg,előtipeg,2,tipeg,/VERB|<PREVERB<ELŐ>>
ás,előás,2,ás,/VERB|<PREVERB<ELŐ>>
ér,előér,1,ér,/VERB|<PREVERB<ELŐ>>
ír,előír,12,ír,/VERB|<PREVERB<ELŐ>>
segít,elősegít,9,segít,/VERB|<PREVERB<ELŐ>>
üt,előüt,2,üt,/VERB|<PREVERB<ELŐ>>
ballag,előballag,5,ballag,/VERB|<PREVERB<ELŐ>>
totyog,előtotyog,1,totyog,/VERB|<PREVERB<ELŐ>>
tornász,előtornász,14,tornász,/VERB|<PREVERB<ELŐ>>
őr,előőr,3,őr,/VERB|<PREVERB<ELŐ>>
oson,előoson,2,oson,/VERB|<PREVERB<ELŐ>>
borzong,előborzong,1,borzong,/VERB|<PREVERB<ELŐ>>
oszt,előoszt,1,oszt,/VERB|<PREVERB<ELŐ>>
elővillan,előelővillan,2,elővillan,/VERB|<PREVERB<ELŐ>>
bújik,előbújik,16,bújik,/VERB|<PREVERB<ELŐ>>
íratik,előíratik,1,íratik,/VERB|<PREVERB<ELŐ>>
imádkozik,előimádkozik,2,imádkozik,/VERB|<PREVERB<ELŐ>>
sétál,elősétál,1,sétál,/VERB|<PREVERB<ELŐ>>
sötétlik,elősötétlik,1,sötétlik,/VERB|<PREVERB<ELŐ>>
virít,elővirít,1,virít,/VERB|<PREVERB<ELŐ>>
csalogat,előcsalogat,1,csalogat,/VERB|<PREVERB<ELŐ>>
szólít,előszólít,5,szólít,/VERB|<PREVERB<ELŐ>>
létesít,előlétesít,1,létesít,/VERB|<PREVERB<ELŐ>>
talál,előtalál,11,talál,/VERB|<PREVERB<ELŐ>>
búvik,előbúvik,9,búvik,/VERB|<PREVERB<ELŐ>>
gomolyog,előgomolyog,4,gomolyog,/VERB|<PREVERB<ELŐ>>
piroslik,előpiroslik,1,piroslik,/VERB|<PREVERB<ELŐ>>
szárnyal,előszárnyal,1,szárnyal,/VERB|<PREVERB<ELŐ>>
gurgulázik,előgurgulázik,1,gurgulázik,/VERB|<PREVERB<ELŐ>>
táncol,előtáncol,2,táncol,/VERB|<PREVERB<ELŐ>>
sikerít,elősikerít,1,sikerít,/VERB|<PREVERB<ELŐ>>
szelídül,előszelídül,1,szelídül,/VERB|<PREVERB<ELŐ>>
serkedezik,előserkedezik,1,serkedezik,/VERB|<PREVERB<ELŐ>>
csírázik,előcsírázik,1,csírázik,/VERB|<PREVERB<ELŐ>>
gombolyít,előgombolyít,1,gombolyít,/VERB|<PREVERB<ELŐ>>
csillog,előcsillog,1,csillog,/VERB|<PREVERB<ELŐ>>
csillan,előcsillan,4,csillan,/VERB|<PREVERB<ELŐ>>
fütyül,előfütyül,1,fütyül,/VERB|<PREVERB<ELŐ>>
dudorodik,elődudorodik,1,dudorodik,/VERB|<PREVERB<ELŐ>>
csoszog,előcsoszog,4,csoszog,/VERB|<PREVERB<ELŐ>>
sorol,elősorol,5,sorol,/VERB|<PREVERB<ELŐ>>
csurran,előcsurran,2,csurran,/VERB|<PREVERB<ELŐ>>
kanyarodik,előkanyarodik,2,kanyarodik,/VERB|<PREVERB<ELŐ>>
villant,elővillant,10,villant,/VERB|<PREVERB<ELŐ>>
terjesztet,előterjesztet,2,terjesztet,/VERB|<PREVERB<ELŐ>>
hangzik,előhangzik,1,hangzik,/VERB|<PREVERB<ELŐ>>
igényel,előigényel,1,igényel,/VERB|<PREVERB<ELŐ>>
szelet,előszelet,1,szelet,/VERB|<PREVERB<ELŐ>>
ragyog,előragyog,4,ragyog,/VERB|<PREVERB<ELŐ>>
beszél,előbeszél,2,beszél,/VERB|<PREVERB<ELŐ>>
mosolyog,előmosolyog,2,mosolyog,/VERB|<PREVERB<ELŐ>>
nyújt,előnyújt,1,nyújt,/VERB|<PREVERB<ELŐ>>
fröccsen,előfröccsen,1,fröccsen,/VERB|<PREVERB<ELŐ>>
készül,előkészül,10,készül,/VERB|<PREVERB<ELŐ>>
készít,előkészít,12,készít,/VERB|<PREVERB<ELŐ>>
furakszik,előfurakszik,3,furakszik,/VERB|<PREVERB<ELŐ>>
sereglik,elősereglik,1,sereglik,/VERB|<PREVERB<ELŐ>>
pattan,előpattan,4,pattan,/VERB|<PREVERB<ELŐ>>
szerez,előszerez,1,szerez,/VERB|<PREVERB<ELŐ>>
merészkedik,előmerészkedik,5,merészkedik,/VERB|<PREVERB<ELŐ>>
hord,előhord,4,hord,/VERB|<PREVERB<ELŐ>>
kéklik,előkéklik,2,kéklik,/VERB|<PREVERB<ELŐ>>
ködlik,előködlik,1,ködlik,/VERB|<PREVERB<ELŐ>>
bugyog,előbugyog,2,bugyog,/VERB|<PREVERB<ELŐ>>
vált,elővált,1,vált,/VERB|<PREVERB<ELŐ>>
vigyáz,elővigyáz,1,vigyáz,/VERB|<PREVERB<ELŐ>>
ötlik,előötlik,1,ötlik,/VERB|<PREVERB<ELŐ>>
érzet,előérzet,12,érzet,/VERB|<PREVERB<ELŐ>>
szökkent,előszökkent,2,szökkent,/VERB|<PREVERB<ELŐ>>
kacsint,előkacsint,1,kacsint,/VERB|<PREVERB<ELŐ>>
ráncigál,előráncigál,3,ráncigál,/VERB|<PREVERB<ELŐ>>
darabol,elődarabol,1,darabol,/VERB|<PREVERB<ELŐ>>
görög,előgörög,1,görög,/VERB|<PREVERB<ELŐ>>
úszik,előúszik,3,úszik,/VERB|<PREVERB<ELŐ>>
döng,elődöng,2,döng,/VERB|<PREVERB<ELŐ>>
számlál,előszámlál,5,számlál,/VERB|<PREVERB<ELŐ>>
jegyez,előjegyez,1,jegyez,/VERB|<PREVERB<ELŐ>>
ütközik,előütközik,1,ütközik,/VERB|<PREVERB<ELŐ>>
barnállik,előbarnállik,1,barnállik,/VERB|<PREVERB<ELŐ>>
találkozik,előtalálkozik,1,találkozik,/VERB|<PREVERB<ELŐ>>
poroszkál,előporoszkál,1,poroszkál,/VERB|<PREVERB<ELŐ>>
sziporkázik,elősziporkázik,1,sziporkázik,/VERB|<PREVERB<ELŐ>>
szökik,előszökik,3,szökik,/VERB|<PREVERB<ELŐ>>
jelez,előjelez,2,jelez,/VERB|<PREVERB<ELŐ>>
bukkan,előbukkan,13,bukkan,/VERB|<PREVERB<ELŐ>>
penderedik,előpenderedik,1,penderedik,/VERB|<PREVERB<ELŐ>>
tekergőzik,előtekergőzik,1,tekergőzik,/VERB|<PREVERB<ELŐ>>
állat,előállat,2,állat,/VERB|<PREVERB<ELŐ>>
gyűrűz,előgyűrűz,1,gyűrűz,/VERB|<PREVERB<ELŐ>>
imád,előimád,2,imád,/VERB|<PREVERB<ELŐ>>
tapsol,előtapsol,1,tapsol,/VERB|<PREVERB<ELŐ>>
ítél,előítél,1,ítél,/VERB|<PREVERB<ELŐ>>
hozakodik,előhozakodik,9,hozakodik,/VERB|<PREVERB<ELŐ>>
lubickol,előlubickol,1,lubickol,/VERB|<PREVERB<ELŐ>>
izél,előizél,1,izél,/VERB|<PREVERB<ELŐ>>
lábad,előlábad,1,lábad,/VERB|<PREVERB<ELŐ>>
böngészik,előböngész,1,böngészik,/VERB|<PREVERB<ELŐ>>
tetszik,előtetszik,1,tetszik,/VERB|<PREVERB<ELŐ>>
irányoz,előirányoz,10,irányoz,/VERB|<PREVERB<ELŐ>>
sejt,elősejt,1,sejt,/VERB|<PREVERB<ELŐ>>
véd,elővéd,16,véd,/VERB|<PREVERB<ELŐ>>
tüntet,előtüntet,1,tüntet,/VERB|<PREVERB<ELŐ>>
pillog,előpillog,1,pillog,/VERB|<PREVERB<ELŐ>>
feketedik,előfeketedik,1,feketedik,/VERB|<PREVERB<ELŐ>>
pottyan,előpottyan,1,pottyan,/VERB|<PREVERB<ELŐ>>
igyekezik,előigyekezik,1,igyekezik,/VERB|<PREVERB<ELŐ>>
világol,elővilágol,2,világol,/VERB|<PREVERB<ELŐ>>
tologat,előtologat,2,tologat,/VERB|<PREVERB<ELŐ>>
kanyarul,előkanyarul,5,kanyarul,/VERB|<PREVERB<ELŐ>>
fehérlik,előfehérlik,1,fehérlik,/VERB|<PREVERB<ELŐ>>
szar,előszar,1,szar,/VERB|<PREVERB<ELŐ>>
melegít,előmelegít,2,melegít,/VERB|<PREVERB<ELŐ>>
szuszog,előszuszog,1,szuszog,/VERB|<PREVERB<ELŐ>>
szán,előszán,1,szán,/VERB|<PREVERB<ELŐ>>
kapirgál,előkapirgál,1,kapirgál,/VERB|<PREVERB<ELŐ>>
szűr,előszűr,11,szűr,/VERB|<PREVERB<ELŐ>>
tekerőzik,előtekerőzik,1,tekerőzik,/VERB|<PREVERB<ELŐ>>
védet,elővédet,14,védet,/VERB|<PREVERB<ELŐ>>
sajog,elősajog,1,sajog,/VERB|<PREVERB<ELŐ>>
cincog,előcincog,1,cincog,/VERB|<PREVERB<ELŐ>>
énekel,előénekel,1,énekel,/VERB|<PREVERB<ELŐ>>
térül,előtérül,3,térül,/VERB|<PREVERB<ELŐ>>
kecmereg,előkecmereg,2,kecmereg,/VERB|<PREVERB<ELŐ>>
készíttet,előkészíttet,1,készíttet,/VERB|<PREVERB<ELŐ>>
említ,előemlít,1,említ,/VERB|<PREVERB<ELŐ>>
tálal,előtálal,1,tálal,/VERB|<PREVERB<ELŐ>>
csilingel,előcsilingel,1,csilingel,/VERB|<PREVERB<ELŐ>>
tünedezik,előtünedezik,1,tünedezik,/VERB|<PREVERB<ELŐ>>
bűvöl,előbűvöl,1,bűvöl,/VERB|<PREVERB<ELŐ>>
vetül,elővetül,1,vetül,/VERB|<PREVERB<ELŐ>>
következik,előkövetkezik,1,következik,/VERB|<PREVERB<ELŐ>>
meredezik,előmeredez,1,meredezik,/VERB|<PREVERB<ELŐ>>
szavaz,előszavaz,1,szavaz,/VERB|<PREVERB<ELŐ>>
sejlik,elősejlik,3,sejlik,/VERB|<PREVERB<ELŐ>>
tolul,előtolul,3,tolul,/VERB|<PREVERB<ELŐ>>
csal,előcsal,3,csal,/VERB|<PREVERB<ELŐ>>
topog,előtopog,1,topog,/VERB|<PREVERB<ELŐ>>
serkent,előserkent,1,serkent,/VERB|<PREVERB<ELŐ>>
halászik,előhalászik,1,halászik,/VERB|<PREVERB<ELŐ>>
nyálaz,előnyálaz,1,nyálaz,/VERB|<PREVERB<ELŐ>>
csillant,előcsillant,7,csillant,/VERB|<PREVERB<ELŐ>>
buffant,előbuffant,1,buffant,/VERB|<PREVERB<ELŐ>>
fizet,előfizet,15,fizet,/VERB|<PREVERB<ELŐ>>
penderül,előpenderül,1,penderül,/VERB|<PREVERB<ELŐ>>
dalol,elődalol,1,dalol,/VERB|<PREVERB<ELŐ>>
csámpázik,előcsámpázik,1,csámpázik,/VERB|<PREVERB<ELŐ>>
bugyborékol,előbugyborékol,1,bugyborékol,/VERB|<PREVERB<ELŐ>>
csillámlik,előcsillámlik,1,csillámlik,/VERB|<PREVERB<ELŐ>>
lendül,előlendül,1,lendül,/VERB|<PREVERB<ELŐ>>
hitet,előhitet,2,hitet,/VERB|<PREVERB<ELŐ>>
hengerít,előhengerít,1,hengerít,/VERB|<PREVERB<ELŐ>>
hivat,előhivat,1,hivat,/VERB|<PREVERB<ELŐ>>
falat,előfalat,1,falat,/VERB|<PREVERB<ELŐ>>
világlik,előviláglik,2,világlik,/VERB|<PREVERB<ELŐ>>
fénylik,előfénylik,1,fénylik,/VERB|<PREVERB<ELŐ>>
bányászik,előbányász,1,bányászik,/VERB|<PREVERB<ELŐ>>
terjeszt,előterjeszt,12,terjeszt,/VERB|<PREVERB<ELŐ>>
göndörödik,előgöndörödik,1,göndörödik,/VERB|<PREVERB<ELŐ>>
ránt,előránt,7,ránt,/VERB|<PREVERB<ELŐ>>
mondat,előmondat,2,mondat,/VERB|<PREVERB<ELŐ>>
kígyózik,előkígyózik,1,kígyózik,/VERB|<PREVERB<ELŐ>>
tárulkozik,előtárulkozik,1,tárulkozik,/VERB|<PREVERB<ELŐ>>
zokog,előzokog,1,zokog,/VERB|<PREVERB<ELŐ>>
kászálódik,előkászálódik,2,kászálódik,/VERB|<PREVERB<ELŐ>>
kukkant,előkukkant,1,kukkant,/VERB|<PREVERB<ELŐ>>
surran,elősurran,5,surran,/VERB|<PREVERB<ELŐ>>
tekereg,előtekereg,1,tekereg,/VERB|<PREVERB<ELŐ>>
feszít,előfeszít,1,feszít,/VERB|<PREVERB<ELŐ>>
szégyenkezik,előszégyenkezik,1,szégyenkezik,/VERB|<PREVERB<ELŐ>>
domborodik,elődomborodik,2,domborodik,/VERB|<PREVERB<ELŐ>>
tolakodik,előtolakodik,5,tolakodik,/VERB|<PREVERB<ELŐ>>
tolakodik,előtolakszik,3,tolakodik,/VERB|<PREVERB<ELŐ>>
gördít,előgördít,1,gördít,/VERB|<PREVERB<ELŐ>>
kotorászik,előkotorász,2,kotorászik,/VERB|<PREVERB<ELŐ>>
méret,előméret,2,méret,/VERB|<PREVERB<ELŐ>>
merül,előmerül,2,merül,/VERB|<PREVERB<ELŐ>>
rukkol,előrukkol,9,rukkol,/VERB|<PREVERB<ELŐ>>
léptet,előléptet,7,léptet,/VERB|<PREVERB<ELŐ>>
bátorkodik,előbátorkodik,1,bátorkodik,/VERB|<PREVERB<ELŐ>>
rémlik,előrémlik,1,rémlik,/VERB|<PREVERB<ELŐ>>
bukik,előbukik,5,bukik,/VERB|<PREVERB<ELŐ>>
varázsol,elővarázsol,3,varázsol,/VERB|<PREVERB<ELŐ>>
kocog,előkocog,3,kocog,/VERB|<PREVERB<ELŐ>>
bontakozik,előbontakozik,1,bontakozik,/VERB|<PREVERB<ELŐ>>
tekeredik,előtekeredik,2,tekeredik,/VERB|<PREVERB<ELŐ>>
türemkedik,előtüremkedik,3,türemkedik,/VERB|<PREVERB<ELŐ>>
igyekezik,előigyekezik,1,igyekezik,/VERB|<PREVERB<ELŐ>>
világol,elővilágol,2,világol,/VERB|<PREVERB<ELŐ>>
zuhog,előzuhog,1,zuhog,/VERB|<PREVERB<ELŐ>>
veszik,előveszik,10,veszik,/VERB|<PREVERB<ELŐ>>
tolakszik,előtolakszik,3,tolakszik,/VERB|<PREVERB<ELŐ>>
tántorog,előtántorog,1,tántorog,/VERB|<PREVERB<ELŐ>>
remeg,előremeg,3,remeg,/VERB|<PREVERB<ELŐ>>
teremt,előteremt,12,teremt,/VERB|<PREVERB<ELŐ>>
dühöng,elődühöng,1,dühöng,/VERB|<PREVERB<ELŐ>>
tologat,előtologat,2,tologat,/VERB|<PREVERB<ELŐ>>
kanyarul,előkanyarul,5,kanyarul,/VERB|<PREVERB<ELŐ>>
fehérlik,előfehérlik,1,fehérlik,/VERB|<PREVERB<ELŐ>>
szar,előszar,1,szar,/VERB|<PREVERB<ELŐ>>
szed,előszed,10,szed,/VERB|<PREVERB<ELŐ>>
melegít,előmelegít,2,melegít,/VERB|<PREVERB<ELŐ>>
repül,előrepül,1,repül,/VERB|<PREVERB<ELŐ>>
csörtet,előcsörtet,4,csörtet,/VERB|<PREVERB<ELŐ>>
szuszog,előszuszog,1,szuszog,/VERB|<PREVERB<ELŐ>>
szán,előszán,1,szán,/VERB|<PREVERB<ELŐ>>
kell,előkell,4,kell,/VERB|<PREVERB<ELŐ>>
kezd,előkezd,1,kezd,/VERB|<PREVERB<ELŐ>>
szór,előszór,11,szór,/VERB|<PREVERB<ELŐ>>
szül,előszül,2,szül,/VERB|<PREVERB<ELŐ>>
rezeg,előrezeg,1,rezeg,/VERB|<PREVERB<ELŐ>>
kapirgál,előkapirgál,1,kapirgál,/VERB|<PREVERB<ELŐ>>
botorkál,előbotorkál,3,botorkál,/VERB|<PREVERB<ELŐ>>
szűr,előszűr,11,szűr,/VERB|<PREVERB<ELŐ>>
biceg,előbiceg,2,biceg,/VERB|<PREVERB<ELŐ>>
toppan,előtoppan,4,toppan,/VERB|<PREVERB<ELŐ>>
tekerőzik,előtekerőzik,1,tekerőzik,/VERB|<PREVERB<ELŐ>>
védet,elővédet,14,védet,/VERB|<PREVERB<ELŐ>>
sajog,elősajog,1,sajog,/VERB|<PREVERB<ELŐ>>
tesz,előtesz,1,tesz,/VERB|<PREVERB<ELŐ>>
cincog,előcincog,1,cincog,/VERB|<PREVERB<ELŐ>>
menetel,előmenetel,39,menetel,/VERB|<PREVERB<ELŐ>>
terem,előterem,9,terem,/VERB|<PREVERB<ELŐ>>
bujt,előbujt,9,bujt,/VERB|<PREVERB<ELŐ>>
énekel,előénekel,1,énekel,/VERB|<PREVERB<ELŐ>>
gurul,előgurul,5,gurul,/VERB|<PREVERB<ELŐ>>
vételez,elővételez,1,vételez,/VERB|<PREVERB<ELŐ>>
térül,előtérül,3,térül,/VERB|<PREVERB<ELŐ>>
rángat,előrángat,3,rángat,/VERB|<PREVERB<ELŐ>>
íródik,előíródik,1,íródik,/VERB|<PREVERB<ELŐ>>
robog,előrobog,2,robog,/VERB|<PREVERB<ELŐ>>
kecmereg,előkecmereg,2,kecmereg,/VERB|<PREVERB<ELŐ>>
szisszen,előszisszen,2,szisszen,/VERB|<PREVERB<ELŐ>>
készíttet,előkészíttet,1,készíttet,/VERB|<PREVERB<ELŐ>>
robban,előrobban,1,robban,/VERB|<PREVERB<ELŐ>>
rohan,előrohan,9,rohan,/VERB|<PREVERB<ELŐ>>
említ,előemlít,1,említ,/VERB|<PREVERB<ELŐ>>
törtet,előtörtet,3,törtet,/VERB|<PREVERB<ELŐ>>
tálal,előtálal,1,tálal,/VERB|<PREVERB<ELŐ>>
csilingel,előcsilingel,1,csilingel,/VERB|<PREVERB<ELŐ>>
tünedezik,előtünedezik,1,tünedezik,/VERB|<PREVERB<ELŐ>>
nyomul,előnyomul,11,nyomul,/VERB|<PREVERB<ELŐ>>
vezet,elővezet,5,vezet,/VERB|<PREVERB<ELŐ>>
bűvöl,előbűvöl,1,bűvöl,/VERB|<PREVERB<ELŐ>>
vetül,elővetül,1,vetül,/VERB|<PREVERB<ELŐ>>
következik,előkövetkezik,1,következik,/VERB|<PREVERB<ELŐ>>
meredezik,előmeredez,1,meredezik,/VERB|<PREVERB<ELŐ>>
leng,előleng,1,leng,/VERB|<PREVERB<ELŐ>>
szavaz,előszavaz,1,szavaz,/VERB|<PREVERB<ELŐ>>
hurcol,előhurcol,2,hurcol,/VERB|<PREVERB<ELŐ>>
tárul,előtárul,3,tárul,/VERB|<PREVERB<ELŐ>>
sejlik,elősejlik,3,sejlik,/VERB|<PREVERB<ELŐ>>
csapat,előcsapat,9,csapat,/VERB|<PREVERB<ELŐ>>
sántikál,elősántikál,1,sántikál,/VERB|<PREVERB<ELŐ>>
tolul,előtolul,3,tolul,/VERB|<PREVERB<ELŐ>>
válik,előválik,2,válik,/VERB|<PREVERB<ELŐ>>
csal,előcsal,3,csal,/VERB|<PREVERB<ELŐ>>
kullog,előkullog,2,kullog,/VERB|<PREVERB<ELŐ>>
furakodik,előfurakodik,2,furakodik,/VERB|<PREVERB<ELŐ>>
furakodik,előfurakszik,3,furakodik,/VERB|<PREVERB<ELŐ>>
topog,előtopog,1,topog,/VERB|<PREVERB<ELŐ>>
serkent,előserkent,1,serkent,/VERB|<PREVERB<ELŐ>>
várat,elővárat,4,várat,/VERB|<PREVERB<ELŐ>>
halászik,előhalászik,1,halászik,/VERB|<PREVERB<ELŐ>>
nyálaz,előnyálaz,1,nyálaz,/VERB|<PREVERB<ELŐ>>
csillant,előcsillant,7,csillant,/VERB|<PREVERB<ELŐ>>
buffant,előbuffant,1,buffant,/VERB|<PREVERB<ELŐ>>
fizet,előfizet,15,fizet,/VERB|<PREVERB<ELŐ>>
nyomakodik,előnyomakodik,1,nyomakodik,/VERB|<PREVERB<ELŐ>>
penderül,előpenderül,1,penderül,/VERB|<PREVERB<ELŐ>>
dalol,elődalol,1,dalol,/VERB|<PREVERB<ELŐ>>
kiált,előkiált,4,kiált,/VERB|<PREVERB<ELŐ>>
vonul,elővonul,1,vonul,/VERB|<PREVERB<ELŐ>>
csámpázik,előcsámpázik,1,csámpázik,/VERB|<PREVERB<ELŐ>>
igazít,előigazít,2,igazít,/VERB|<PREVERB<ELŐ>>
mutat,előmutat,3,mutat,/VERB|<PREVERB<ELŐ>>
bugyborékol,előbugyborékol,1,bugyborékol,/VERB|<PREVERB<ELŐ>>
szalad,előszalad,6,szalad,/VERB|<PREVERB<ELŐ>>
villog,elővillog,3,villog,/VERB|<PREVERB<ELŐ>>
csillámlik,előcsillámlik,1,csillámlik,/VERB|<PREVERB<ELŐ>>
villan,elővillan,10,villan,/VERB|<PREVERB<ELŐ>>
lendül,előlendül,1,lendül,/VERB|<PREVERB<ELŐ>>
hitet,előhitet,2,hitet,/VERB|<PREVERB<ELŐ>>
hengerít,előhengerít,1,hengerít,/VERB|<PREVERB<ELŐ>>
hivat,előhivat,1,hivat,/VERB|<PREVERB<ELŐ>>
csúszik,előcsúszik,5,csúszik,/VERB|<PREVERB<ELŐ>>
falat,előfalat,1,falat,/VERB|<PREVERB<ELŐ>>
megy,előmegy,1,megy,/VERB|<PREVERB<ELŐ>>
ment,előment,7,ment,/VERB|<PREVERB<ELŐ>>
olvas,előolvas,2,olvas,/VERB|<PREVERB<ELŐ>>
jelent,előjelent,1,jelent,/VERB|<PREVERB<ELŐ>>
sugárzik,elősugárzik,3,sugárzik,/VERB|<PREVERB<ELŐ>>
világlik,előviláglik,2,világlik,/VERB|<PREVERB<ELŐ>>
fénylik,előfénylik,1,fénylik,/VERB|<PREVERB<ELŐ>>
bányászik,előbányász,1,bányászik,/VERB|<PREVERB<ELŐ>>
terjeszt,előterjeszt,12,terjeszt,/VERB|<PREVERB<ELŐ>>
göndörödik,előgöndörödik,1,göndörödik,/VERB|<PREVERB<ELŐ>>
ránt,előránt,7,ránt,/VERB|<PREVERB<ELŐ>>
