másika,másikaként,1,másik,/NOUN|<POSS>|<CAS<FOR>>
másik,másikként,9,másik,/NOUN|<CAS<FOR>>
versenylovas,versenylovasként,1,versenyló,/NOUN|[ATTRIB]|<CAS<FOR>>
versenyló,versenylóként,1,versenyló,/NOUN|<CAS<FOR>>
lebegő,lebegőként,3,lebegő,/NOUN|<CAS<FOR>>
lebegő,lebegőként,3,lebegő,/ADJ|<CAS<FOR>>
lebenyke,lebenykeként,1,lebeny,/NOUN|[DIMIN]|<CAS<FOR>>
revizor,revizorként,3,revizor,/NOUN|<CAS<FOR>>
o,oként,9,o,/NOUN|<CAS<FOR>>
komornyik,komornyikként,4,komornyik,/NOUN|<CAS<FOR>>
készülődés,készülődésként,1,készülődés,/NOUN|<CAS<FOR>>
fenékhorog,fenékhorogként,1,fenékhorog,/NOUN|<CAS<FOR>>
parancsolója,parancsolójaként,2,parancsoló,/NOUN|<POSS>|<CAS<FOR>>
parancsolója,parancsolójaként,2,parancsoló,/ADJ|<POSS>|<CAS<FOR>>
parancsolók,parancsolókként,1,parancsoló,/NOUN|<PLUR>|<CAS<FOR>>
parancsolók,parancsolókként,1,parancsoló,/ADJ|<PLUR>|<CAS<FOR>>
parancsoló,parancsolóként,2,parancsoló,/NOUN|<CAS<FOR>>
parancsoló,parancsolóként,2,parancsoló,/ADJ|<CAS<FOR>>
államügyész,államügyészként,2,államügyész,/NOUN|<CAS<FOR>>
másolói,másolóiként,1,másol,/VERB|[IMPERF_PART]|<PLUR><POSS>|<CAS<FOR>>
másolása,másolásaként,1,másol,/VERB|[GERUND]|<POSS>|<CAS<FOR>>
másoló,másolóként,4,másol,/VERB|[IMPERF_PART]|<CAS<FOR>>
másolás,másolásként,1,másol,/VERB|[GERUND]|<CAS<FOR>>
második,másodikként,10,másod,/NOUN|[MET_ATTRIB]|<PLUR>|<CAS<FOR>>
egybekelése,egybekeléseként,1,egybekelés,/NOUN|<POSS>|<CAS<FOR>>
páciens,páciensként,4,páciens,/NOUN|<CAS<FOR>>
építtetője,építtetőjeként,2,építtet,/VERB|[IMPERF_PART]|<POSS>|<CAS<FOR>>
építtető,építtetőként,1,építtet,/VERB|[IMPERF_PART]|<CAS<FOR>>
árja,árjaként,2,árja,/NOUN|<CAS<FOR>>
árja,árjaként,2,árja,/ADJ|<CAS<FOR>>
fehérítő,fehérítőként,1,fehérítő,/NOUN|<CAS<FOR>>
fehérítő,fehérítőként,1,fehérítő,/ADJ|<CAS<FOR>>
