készülődés,készülődéseik,1,készülődés,/NOUN|<PLUR><POSS<PLUR>>
parancsoló,parancsolóik,5,parancsoló,/NOUN|<PLUR><POSS<PLUR>>
parancsoló,parancsolóik,5,parancsoló,/ADJ|<PLUR><POSS<PLUR>>
páciens,pácienseik,6,páciens,/NOUN|<PLUR><POSS<PLUR>>
tömörülés,tömörüléseik,2,tömörül,/VERB|[GERUND]|<PLUR><POSS<PLUR>>
ó,óik,8,ó,/ADJ|<PLUR><POSS<PLUR>>
kosztos,kosztosaik,3,koszt,/NOUN|[ATTRIB]|<PLUR><POSS<PLUR>>
árok,árkaik,4,árok,/NOUN|<PLUR><POSS<PLUR>>
életöröm,életörömeik,1,életöröm,/NOUN|<PLUR><POSS<PLUR>>
árny,árnyaik,9,árny,/NOUN|<PLUR><POSS<PLUR>>
enyelgés,enyelgéseik,3,enyelgés,/NOUN|<PLUR><POSS<PLUR>>
nemzetségfő,nemzetségfőik,2,nemzetségfő,/NOUN|<PLUR><POSS<PLUR>>
porcika,porcikáik,2,porcika,/NOUN|<PLUR><POSS<PLUR>>
zsinagóga,zsinagógáik,8,zsinagóga,/NOUN|<PLUR><POSS<PLUR>>
életcél,életcéljaik,6,életcél,/NOUN|<PLUR><POSS<PLUR>>
küllő,küllőik,4,küllő,/NOUN|<PLUR><POSS<PLUR>>
hazaárulás,hazaárulásaik,1,árul,/VERB|<PREVERB<HAZA>>|[GERUND]|<PLUR><POSS<PLUR>>
szüret,szüreteik,1,szüret,/NOUN|<PLUR><POSS<PLUR>>
rablótámadás,rablótámadásaik,1,rablótámadás,/NOUN|<PLUR><POSS<PLUR>>
árva,árváik,8,árva,/ADJ|<PLUR><POSS<PLUR>>
árva,árváik,8,árva,/NOUN|<PLUR><POSS<PLUR>>
értékpapír,értékpapírjaik,5,értékpapír,/NOUN|<PLUR><POSS<PLUR>>
hídfőállás,hídfőállásaik,1,hídfőállás,/NOUN|<PLUR><POSS<PLUR>>
ásató,ásatóik,1,ásat,/VERB|[IMPERF_PART]|<PLUR><POSS<PLUR>>
külső,külseik,1,külső,/NOUN|<PLUR><POSS<PLUR>>
külső,külseik,1,külső,/ADJ|<PLUR><POSS<PLUR>>
megokolás,megokolásaik,1,megokol,/VERB|[GERUND]|<PLUR><POSS<PLUR>>
szótár,szótáraik,7,szótár,/NOUN|<PLUR><POSS<PLUR>>
házasság,házasságaik,6,házasság,/NOUN|<PLUR><POSS<PLUR>>
trópus,trópusaik,1,trópus,/NOUN|<PLUR><POSS<PLUR>>
szózat,szózataik,1,szózat,/NOUN|<PLUR><POSS<PLUR>>
szabályzat,szabályzataik,3,szabályzat,/NOUN|<PLUR><POSS<PLUR>>
megbízó,megbízóik,8,megbízó,/NOUN|<PLUR><POSS<PLUR>>
megbízó,megbízóik,8,megbízó,/ADJ|<PLUR><POSS<PLUR>>
kurgán,kurgánjaik,2,kurgán,/NOUN|<PLUR><POSS<PLUR>>
meghatalmazott,meghatalmazottjaik,5,meghatalmazott,/ADJ|<PLUR><POSS<PLUR>>
meghatalmazott,meghatalmazottjaik,5,meghatalmazott,/NOUN|<PLUR><POSS<PLUR>>
béke,békéik,2,béke,/NOUN|<PLUR><POSS<PLUR>>
eljárásmód,eljárásmódjaik,1,eljárásmód,/NOUN|<PLUR><POSS<PLUR>>
béka,békáik,1,béka,/NOUN|<PLUR><POSS<PLUR>>
parancsnok,parancsnokaik,11,parancsnok,/NOUN|<PLUR><POSS<PLUR>>
béna,bénáik,1,béna,/ADJ|<PLUR><POSS<PLUR>>
béna,bénáik,1,béna,/NOUN|<PLUR><POSS<PLUR>>
derivátum,derivátumaik,3,derivátum,/NOUN|<PLUR><POSS<PLUR>>
szikratávíró,szikratávíróik,1,szikratávíró,/NOUN|<PLUR><POSS<PLUR>>
márka,márkáik,1,márka,/NOUN|<PLUR><POSS<PLUR>>
utánfutó,utánfutóik,1,utánfutó,/NOUN|<PLUR><POSS<PLUR>>
korsó,korsóik,5,korsó,/NOUN|<PLUR><POSS<PLUR>>
dulló,dullóik,1,dulló,/NOUN|<PLUR><POSS<PLUR>>
bérc,bérceik,2,bérc,/NOUN|<PLUR><POSS<PLUR>>
