rokonít,rokonították,7,rokonít,/VERB|<PAST><PLUR><DEF>
megborsoz,megborsozták,4,borsoz,/VERB|<PREVERB<MEG>>|<PAST><PLUR><DEF>
borsoz,borsozták,1,borsoz,/VERB|<PAST><PLUR><DEF>
elrekkent,elrekkentették,2,elrekkent,/VERB|<PAST><PLUR><DEF>
bekiabál,bekiabálták,8,bekiabál,/VERB|<PAST><PLUR><DEF>
lemásoltat,lemásoltatták,6,másol,/VERB|<PREVERB<LE>>|[CAUS]|<PAST><PLUR><DEF>
lemásolhat,lemásolhatták,1,másol,/VERB|<PREVERB<LE>>|<MODAL>|<PAST><PLUR><DEF>
lemásol,lemásolták,10,másol,/VERB|<PREVERB<LE>>|<PAST><PLUR><DEF>
kimásol,kimásolták,4,másol,/VERB|<PREVERB<KI>>|<PAST><PLUR><DEF>
átmásol,átmásolták,9,másol,/VERB|<PREVERB<ÁT>>|<PAST><PLUR><DEF>
rámásol,rámásolták,1,másol,/VERB|<PREVERB<RÁ>>|<PAST><PLUR><DEF>
bemásol,bemásolták,7,másol,/VERB|<PREVERB<BE>>|<PAST><PLUR><DEF>
megmásol,megmásolták,2,másol,/VERB|<PREVERB<MEG>>|<PAST><PLUR><DEF>
másoltat,másoltatták,6,másol,/VERB|[CAUS]|<PAST><PLUR><DEF>
másolhat,másolhatták,7,másol,/VERB|<MODAL>|<PAST><PLUR><DEF>
másol,másolták,14,másol,/VERB|<PAST><PLUR><DEF>
maximalizál,maximalizálták,4,maximalizál,/VERB|<PAST><PLUR><DEF>
lefülelhet,lefülelhették,3,lefülel,/VERB|<MODAL>|<PAST><PLUR><DEF>
lefülel,lefülelték,10,lefülel,/VERB|<PAST><PLUR><DEF>
rektifikál,rektifikálták,2,rektifikál,/VERB|<PAST><PLUR><DEF>
kosztol,kosztolták,5,koszt,/NOUN|[ACT2]|<PAST><PLUR><DEF>
körülárkol,körülárkolták,4,árok,/NOUN|<PREVERB<KÖRÜL>>|[ACT2]|<PAST><PLUR><DEF>
kiárkol,kiárkolták,3,árok,/NOUN|<PREVERB<KI>>|[ACT2]|<PAST><PLUR><DEF>
elárkol,elárkolták,1,árok,/NOUN|<PREVERB<EL>>|[ACT2]|<PAST><PLUR><DEF>
árkol,árkolták,6,árok,/NOUN|[ACT2]|<PAST><PLUR><DEF>
lepikkelyez,lepikkelyezték,1,lepikkelyez,/VERB|<PAST><PLUR><DEF>
beárnyal,beárnyalták,3,árny,/NOUN|<PREVERB<BE>>|[ACT2]|<PAST><PLUR><DEF>
beárnyaz,beárnyazták,1,árny,/NOUN|<PREVERB<BE>>|[ACT]|<PAST><PLUR><DEF>
árnyal,árnyalták,10,árny,/NOUN|[ACT2]|<PAST><PLUR><DEF>
árnyaz,árnyazták,3,árny,/NOUN|[ACT]|<PAST><PLUR><DEF>
elkártyáz,elkártyázták,5,elkártyáz,/VERB|<PAST><PLUR><DEF>
versenyeztet,versenyeztették,2,versenyez,/VERB|[CAUS]|<PAST><PLUR><DEF>
leforgat,leforgatták,4,leforog,/VERB|[CAUS]|<PAST><PLUR><DEF>
utalványoz,utalványozták,3,utalványoz,/VERB|<PAST><PLUR><DEF>
tömörít,tömörítették,11,tömörít,/VERB|<PAST><PLUR><DEF>
megsemmisítet,megsemmisítették,13,megsemmisít,/VERB|[CAUS]|<PAST><PLUR><DEF>
megsemmisíthet,megsemmisíthették,6,megsemmisít,/VERB|<MODAL>|<PAST><PLUR><DEF>
megsemmisít,megsemmisítették,13,megsemmisít,/VERB|<PAST><PLUR><DEF>
megtilol,megtilolták,4,tilol,/VERB|<PREVERB<MEG>>|<PAST><PLUR><DEF>
tilol,tilolták,6,tilol,/VERB|<PAST><PLUR><DEF>
felszánthat,felszánthatták,1,felszánt,/VERB|<MODAL>|<PAST><PLUR><DEF>
felszánt,felszántották,11,felszánt,/VERB|<PAST><PLUR><DEF>
elárulhat,elárulhatták,5,árul,/VERB|<PREVERB<EL>>|<MODAL>|<PAST><PLUR><DEF>
elárul,elárulták,13,árul,/VERB|<PREVERB<EL>>|<PAST><PLUR><DEF>
beárul,beárulták,9,árul,/VERB|<PREVERB<BE>>|<PAST><PLUR><DEF>
árulhat,árulhatták,9,árul,/VERB|<MODAL>|<PAST><PLUR><DEF>
kiárul,kiárulták,6,árul,/VERB|<PREVERB<KI>>|<PAST><PLUR><DEF>
árul,árulták,13,árul,/VERB|<PAST><PLUR><DEF>
leszüretel,leszüretelték,9,szüret,/NOUN|<PREVERB<LE>>|[ACT2]|<PAST><PLUR><DEF>
szüretelhet,szüretelhették,1,szüret,/NOUN|[ACT2]|<MODAL>|<PAST><PLUR><DEF>
szüretel,szüretelték,11,szüret,/NOUN|[ACT2]|<PAST><PLUR><DEF>
beakaszt,beakasztották,6,beakaszt,/VERB|<PAST><PLUR><DEF>
eláztat,eláztatták,10,eláztat,/VERB|<PAST><PLUR><DEF>
átéget,átégették,3,átéget,/VERB|<PAST><PLUR><DEF>
rábeszél,rábeszélték,10,rábeszél,/VERB|<PAST><PLUR><DEF>
befedez,befedezték,2,befedez,/VERB|<PAST><PLUR><DEF>
elönt,elöntötték,10,elönt,/VERB|<PAST><PLUR><DEF>
odafog,odafogták,1,odafog,/VERB|<PAST><PLUR><DEF>
